order_id,product_id,quantity,price
ord_000021,prod_013,1,123.94
ord_000021,prod_046,1,134.84
ord_000021,prod_033,1,95.09
ord_000021,prod_023,,125.52
ord_000021,prod_034,2,87.37
ord_000022,prod_046,1,134.84
ord_000022,prod_033,2,
,prod_038,1,89.49
ord_000022,prod_030,3,162.99
ord_000023,prod_028,1,
ord_000023,prod_022,1,64.21
ord_000023,prod_021,1,209.81
ord_000023,prod_050,1,198.37
ord_000023,prod_017,2,161.97
ord_000024,prod_001,1,147.70
ord_000024,prod_022,1,64.21
ord_000024,prod_009,1,161.36
ord_000024,prod_031,1,67.36
ord_000024,prod_011,2,820.86
ord_000025,prod_017,1,80.98
ord_000025,prod_029,2,188.52
ord_000025,prod_046,1,134.84
ord_000025,prod_017,1,80.98
ord_000025,prod_049,1,104.95
,prod_050,1,247.96
ord_000026,,1,61.49
ord_000027,prod_025,1,
ord_000027,prod_023,1,62.76
,prod_021,1,209.81
ord_000027,,1,89.49
ord_000027,prod_041,2,136.51
ord_000027,prod_049,1,104.95
ord_000028,prod_023,1,62.76
ord_000028,prod_011,1,410.43
ord_000028,prod_041,1,54.61
ord_000028,prod_009,1,161.36
ord_000028,prod_027,1,80.46
ord_000029,prod_034,1,43.69
ord_000029,prod_046,2,269.68
,prod_036,1,109.02
ord_000030,prod_036,1,
,prod_002,1,63.63
ord_000030,prod_050,1,247.96
ord_000031,prod_045,1,
ord_000031,prod_036,2,174.43
ord_000031,prod_047,2,156.94
ord_000032,prod_018,1,92.30
ord_000032,prod_032,,89.48
ord_000033,prod_042,1,85.35
ord_000033,prod_042,3,256.04
,prod_034,1,34.95
ord_000033,prod_045,1,125.40
ord_000034,prod_034,1,43.69
ord_000034,prod_031,1,67.36
ord_000034,prod_024,1,53.13
ord_000034,prod_011,1,
ord_000034,prod_009,1,161.36
ord_000035,prod_043,2,228.55
ord_000035,prod_026,1,58.72
ord_000035,prod_011,1,410.43
ord_000035,prod_015,1,69.71
ord_000035,prod_009,2,322.73
ord_000036,prod_014,3,209.24
ord_000037,prod_023,1,62.76
ord_000037,prod_027,1,64.37
ord_000037,prod_003,1,71.69
ord_000038,prod_002,1,63.63
ord_000038,prod_028,1,48.44
ord_000038,prod_013,1,154.92
ord_000039,prod_036,1,87.22
ord_000040,prod_036,2,218.04
ord_000040,prod_014,1,69.75
ord_000040,prod_033,2,190.18
ord_000040,prod_042,2,213.37
ord_000040,prod_014,1,69.75
ord_000040,prod_013,1,123.94
ord_000041,prod_041,1,
ord_000041,prod_021,1,209.81
ord_000041,prod_022,1,64.21
ord_000041,prod_006,1,129.73
ord_000042,prod_050,1,247.96
ord_000043,prod_022,2,128.43
,prod_003,1,71.69
ord_000043,prod_044,1,52.30
ord_000043,prod_038,1,89.49
ord_000043,prod_031,3,202.09
ord_000044,prod_043,1,114.28
ord_000044,prod_035,1,97.27
ord_000044,prod_033,,190.18
ord_000044,prod_048,1,59.24
ord_000044,prod_025,3,184.46
ord_000044,prod_029,1,
ord_000045,prod_049,1,104.95
ord_000045,prod_009,2,322.73
ord_000045,prod_024,2,106.26
ord_000045,prod_001,2,295.41
ord_000046,prod_001,1,147.70
ord_000047,prod_019,1,129.86
ord_000047,prod_041,1,68.26
ord_000047,prod_017,1,80.98
ord_000047,prod_004,2,205.04
ord_000047,prod_011,1,410.43
ord_000047,prod_015,1,69.71
ord_000048,prod_041,2,136.51
ord_000048,prod_037,1,77.04
ord_000049,prod_031,1,67.36
ord_000049,prod_050,1,247.96
ord_000049,prod_031,1,67.36
ord_000049,,1,61.49
ord_000049,prod_016,1,54.17
ord_000050,prod_011,1,410.43
ord_000050,prod_049,2,167.91
ord_000051,prod_037,1,77.04
ord_000051,prod_004,1,128.15
ord_000051,prod_007,2,217.73
ord_000051,prod_038,1,89.49
ord_000051,prod_031,1,67.36
ord_000051,prod_027,2,160.92
ord_000052,prod_032,1,89.48
ord_000052,,,129.73
ord_000052,,1,69.71
ord_000053,prod_024,1,53.13
ord_000053,prod_001,3,443.11
,prod_023,1,62.76
ord_000053,prod_023,1,62.76
ord_000053,prod_040,1,
ord_000053,prod_012,1,102.44
ord_000054,prod_043,1,114.28
ord_000054,prod_021,1,209.81
ord_000055,prod_031,2,134.73
ord_000055,prod_020,1,132.81
ord_000055,prod_006,1,129.73
ord_000055,prod_010,1,245.27
ord_000055,prod_025,1,61.49
ord_000056,prod_002,1,79.54
ord_000056,prod_049,1,104.95
ord_000057,prod_048,1,47.39
ord_000057,prod_032,,268.44
ord_000057,prod_047,2,156.94
ord_000057,prod_043,1,114.28
ord_000057,prod_041,3,204.77
ord_000058,prod_019,1,129.86
ord_000058,prod_048,1,59.24
ord_000058,prod_021,1,209.81
ord_000058,prod_037,1,77.04
ord_000058,prod_031,1,67.36
ord_000058,prod_018,2,184.60
ord_000059,prod_042,1,106.68
ord_000059,prod_012,1,128.06
ord_000059,prod_015,1,69.71
ord_000060,prod_012,1,128.06
ord_000060,prod_043,1,114.28
ord_000060,prod_007,1,136.08
ord_000060,prod_029,1,94.26
,prod_016,2,86.67
ord_000061,prod_040,1,46.98
ord_000061,,2,194.54
ord_000061,prod_027,1,
ord_000061,prod_025,2,122.97
ord_000061,prod_026,1,58.72
ord_000061,prod_016,1,43.34
ord_000062,prod_040,1,46.98
ord_000062,prod_001,,
ord_000063,prod_042,1,106.68
ord_000063,prod_044,1,52.30
ord_000063,prod_044,1,52.30
ord_000063,prod_003,1,71.69
,prod_050,1,
,prod_029,,94.26
ord_000064,prod_006,,103.78
,prod_019,1,129.86
ord_000064,prod_019,,129.86
ord_000064,prod_007,1,136.08
ord_000065,prod_024,1,53.13
ord_000065,,1,79.54
ord_000065,prod_029,1,94.26
ord_000066,prod_040,1,46.98
ord_000066,prod_001,1,147.70
ord_000066,prod_003,1,71.69
ord_000066,prod_040,1,37.58
ord_000067,prod_049,1,104.95
ord_000067,prod_001,1,147.70
ord_000067,prod_042,1,106.68
ord_000068,prod_048,1,59.24
ord_000068,prod_009,1,129.09
ord_000068,prod_048,1,59.24
ord_000068,prod_009,1,161.36
ord_000069,prod_030,1,54.33
ord_000070,prod_012,1,128.06
ord_000071,prod_041,1,68.26
ord_000071,prod_022,1,64.21
ord_000071,prod_027,1,80.46
ord_000071,prod_019,1,129.86
ord_000072,prod_046,1,134.84
ord_000072,prod_020,1,166.01
ord_000072,,1,128.15
ord_000072,prod_001,1,147.70
ord_000072,prod_019,1,129.86
ord_000073,prod_026,1,
ord_000073,prod_035,1,97.27
ord_000074,prod_033,1,95.09
ord_000074,prod_024,1,53.13
ord_000074,prod_007,1,136.08
ord_000074,prod_037,2,154.09
ord_000075,prod_006,1,129.73
ord_000075,,1,104.95
ord_000075,prod_031,2,134.73
ord_000075,prod_032,1,89.48
ord_000075,prod_045,1,
ord_000076,prod_039,3,297.59
ord_000076,prod_043,2,228.55
ord_000076,prod_001,1,118.16
ord_000076,prod_008,1,216.02
ord_000077,prod_040,3,140.93
ord_000077,prod_038,2,178.98
ord_000077,prod_044,1,52.30
ord_000078,prod_038,1,89.49
ord_000078,prod_049,1,104.95
ord_000078,prod_019,1,129.86
ord_000078,prod_039,1,99.20
ord_000078,prod_042,1,106.68
ord_000078,prod_048,2,118.47
ord_000079,prod_014,2,139.50
ord_000080,prod_044,2,83.68
ord_000080,prod_025,1,61.49
ord_000080,prod_027,1,80.46
ord_000080,prod_050,1,198.37
ord_000081,prod_001,1,147.70
ord_000081,prod_029,2,188.52
ord_000081,,1,89.49
ord_000081,prod_014,1,69.75
ord_000081,prod_021,1,209.81
ord_000081,prod_034,1,43.69
ord_000082,prod_003,1,71.69
ord_000082,prod_010,1,245.27
ord_000082,prod_017,1,80.98
ord_000083,prod_025,1,61.49
ord_000083,prod_008,1,216.02
ord_000083,prod_007,1,136.08
ord_000083,prod_012,1,128.06
ord_000083,prod_031,1,67.36
ord_000084,prod_005,1,133.42
ord_000084,prod_046,1,107.87
ord_000084,prod_001,1,118.16
ord_000084,prod_031,1,67.36
ord_000084,prod_007,2,217.73
ord_000084,,1,50.21
ord_000085,prod_032,1,89.48
ord_000085,prod_002,1,79.54
ord_000085,,1,94.26
ord_000086,prod_012,1,128.06
ord_000086,prod_025,1,61.49
ord_000086,prod_008,2,
ord_000087,prod_039,3,297.59
ord_000088,prod_037,3,231.13
ord_000088,prod_048,1,59.24
,prod_011,1,410.43
ord_000088,prod_024,1,53.13
ord_000088,prod_014,1,69.75
ord_000089,prod_050,2,396.74
ord_000089,prod_009,2,
ord_000089,prod_009,1,161.36
ord_000089,prod_020,1,166.01
ord_000090,prod_035,3,291.81
ord_000090,,,134.84
ord_000091,prod_026,1,58.72
ord_000091,prod_015,1,69.71
ord_000091,prod_025,1,61.49
ord_000092,prod_006,1,129.73
ord_000092,prod_041,2,136.51
ord_000093,prod_023,1,50.21
ord_000093,prod_027,1,80.46
ord_000093,prod_003,3,215.06
ord_000094,prod_045,1,100.32
ord_000095,prod_039,1,99.20
ord_000095,prod_004,1,128.15
ord_000095,prod_001,1,147.70
ord_000095,prod_008,1,216.02
ord_000096,prod_037,2,154.09
ord_000096,prod_004,1,128.15
ord_000096,prod_002,1,79.54
ord_000096,prod_007,1,136.08
ord_000097,prod_045,1,125.40
ord_000097,prod_039,,198.40
ord_000097,prod_023,1,62.76
ord_000097,prod_044,2,104.59
ord_000097,prod_029,1,94.26
ord_000098,prod_003,1,71.69
ord_000098,prod_048,1,47.39
ord_000098,prod_020,,166.01
ord_000098,prod_032,1,89.48
ord_000099,prod_040,1,46.98
ord_000099,prod_024,,53.13
,prod_009,1,161.36
ord_000099,prod_009,,161.36
ord_000100,prod_001,1,147.70
ord_000101,prod_017,1,80.98
ord_000101,prod_019,2,259.72
ord_000101,prod_023,1,62.76
ord_000102,prod_012,1,128.06
ord_000102,prod_032,1,89.48
ord_000102,prod_010,1,245.27
ord_000102,prod_049,2,167.91
ord_000102,prod_016,1,54.17
ord_000102,prod_025,2,122.97
ord_000103,prod_032,3,268.44
ord_000104,prod_010,1,245.27
ord_000104,prod_026,1,58.72
ord_000104,prod_019,,129.86
,,2,820.86
ord_000105,prod_007,2,272.16
ord_000105,prod_005,1,133.42
ord_000105,prod_005,1,133.42
ord_000105,prod_047,1,78.47
ord_000105,prod_026,2,117.43
ord_000105,prod_010,1,245.27
ord_000106,,1,247.96
ord_000106,prod_048,1,59.24
ord_000106,prod_043,,114.28
ord_000107,prod_013,1,154.92
ord_000108,prod_043,1,91.42
ord_000108,prod_017,2,161.97
ord_000108,prod_031,1,67.36
ord_000108,prod_024,2,106.26
ord_000109,prod_042,1,106.68
ord_000109,prod_009,1,161.36
ord_000110,prod_023,1,62.76
ord_000110,,1,80.98
ord_000110,prod_035,1,97.27
ord_000110,prod_021,1,209.81
ord_000110,prod_001,1,147.70
ord_000110,prod_001,1,147.70
ord_000111,prod_004,1,128.15
ord_000111,prod_014,3,
ord_000112,prod_019,1,129.86
ord_000112,prod_044,1,52.30
ord_000112,prod_006,1,129.73
ord_000112,,2,200.64
ord_000112,prod_005,1,133.42
ord_000113,prod_037,1,77.04
ord_000113,prod_002,1,79.54
ord_000114,prod_042,1,106.68
,prod_018,,92.30
ord_000114,prod_017,1,80.98
ord_000114,prod_045,1,125.40
ord_000115,prod_014,2,139.50
ord_000115,prod_011,1,410.43
ord_000116,prod_047,1,78.47
ord_000116,prod_031,1,67.36
ord_000116,prod_026,1,58.72
ord_000116,prod_018,1,92.30
,prod_008,1,172.82
,prod_050,1,
ord_000117,prod_017,1,80.98
,prod_005,1,133.42
ord_000118,prod_038,1,89.49
ord_000118,,2,87.37
ord_000118,prod_010,1,196.22
ord_000119,prod_031,1,67.36
ord_000119,,1,154.92
ord_000120,prod_038,1,89.49
ord_000120,prod_008,1,216.02
ord_000120,prod_011,1,328.34
ord_000120,prod_002,1,79.54
ord_000120,prod_009,1,161.36
ord_000121,prod_050,2,495.93
ord_000121,prod_024,1,53.13
ord_000121,prod_028,1,48.44
ord_000121,prod_026,1,58.72
ord_000121,prod_049,1,83.96
ord_000122,prod_032,1,89.48
ord_000123,prod_029,2,188.52
ord_000124,prod_016,1,54.17
ord_000125,prod_012,1,128.06
ord_000126,prod_015,1,55.77
ord_000126,prod_030,1,54.33
ord_000127,prod_047,2,156.94
ord_000127,prod_018,1,92.30
ord_000127,prod_008,1,216.02
,prod_043,1,114.28
ord_000128,prod_016,2,108.34
ord_000128,prod_030,1,54.33
ord_000128,prod_013,1,154.92
ord_000128,prod_017,1,80.98
ord_000129,prod_019,1,129.86
ord_000129,prod_028,1,38.75
ord_000129,prod_043,2,228.55
ord_000129,prod_033,1,95.09
ord_000130,prod_003,2,
ord_000130,prod_019,1,129.86
ord_000130,prod_030,,54.33
ord_000130,prod_041,1,68.26
ord_000130,prod_041,1,68.26
ord_000131,prod_019,1,129.86
ord_000131,,1,196.22
ord_000131,prod_020,1,166.01
ord_000131,prod_039,3,297.59
ord_000131,,1,68.26
ord_000131,prod_019,1,129.86
ord_000132,prod_044,1,52.30
ord_000132,prod_043,2,228.55
ord_000132,prod_032,2,178.96
ord_000133,prod_005,1,133.42
ord_000134,prod_012,1,128.06
ord_000135,prod_033,1,95.09
ord_000135,prod_004,2,256.30
ord_000135,prod_036,1,109.02
ord_000136,prod_007,1,136.08
ord_000136,prod_050,1,247.96
ord_000136,prod_039,1,99.20
ord_000137,prod_005,,133.42
ord_000137,prod_038,1,71.59
ord_000137,prod_014,1,69.75
ord_000137,prod_039,2,198.40
ord_000137,prod_033,1,95.09
ord_000138,prod_005,2,266.83
ord_000138,prod_004,1,128.15
ord_000138,prod_030,1,54.33
ord_000139,prod_001,1,147.70
ord_000139,prod_036,2,218.04
ord_000139,prod_043,1,114.28
ord_000139,prod_042,2,213.37
ord_000139,prod_046,1,134.84
ord_000139,prod_023,1,62.76
ord_000140,prod_048,1,47.39
ord_000141,prod_034,1,43.69
ord_000141,prod_038,1,89.49
ord_000141,prod_048,1,47.39
ord_000141,prod_041,1,68.26
ord_000141,prod_035,,97.27
ord_000141,prod_033,1,95.09
ord_000142,prod_005,1,106.73
ord_000142,prod_036,1,109.02
ord_000142,prod_035,1,97.27
ord_000143,prod_026,,58.72
ord_000143,prod_046,,134.84
ord_000144,prod_029,,150.81
ord_000144,prod_048,2,94.78
ord_000144,prod_050,1,247.96
ord_000144,prod_017,1,80.98
ord_000144,prod_048,2,118.47
ord_000144,prod_013,1,154.92
ord_000145,prod_044,2,104.59
ord_000145,prod_005,1,133.42
ord_000145,prod_015,1,69.71
ord_000145,prod_010,2,490.54
ord_000145,prod_019,1,129.86
ord_000145,prod_028,2,96.88
ord_000146,prod_028,1,48.44
ord_000146,prod_045,1,125.40
ord_000146,prod_031,1,67.36
ord_000146,prod_045,1,125.40
ord_000147,prod_034,1,43.69
ord_000147,prod_004,2,256.30
ord_000147,prod_033,2,190.18
ord_000148,prod_025,1,61.49
ord_000148,prod_019,1,129.86
ord_000148,prod_039,1,99.20
ord_000148,prod_012,1,128.06
ord_000148,,1,69.75
ord_000149,,1,216.02
ord_000149,prod_029,1,
ord_000149,prod_009,1,161.36
ord_000149,prod_014,1,69.75
ord_000149,prod_010,1,196.22
ord_000149,prod_014,1,55.80
ord_000150,prod_022,1,64.21
ord_000150,prod_006,1,129.73
ord_000150,prod_043,2,182.84
ord_000150,prod_010,1,245.27
ord_000151,prod_019,1,129.86
ord_000151,prod_029,1,
ord_000151,prod_010,3,588.65
ord_000151,prod_046,1,134.84
ord_000151,prod_024,1,53.13
ord_000152,prod_011,1,
,prod_003,1,71.69
ord_000153,prod_044,1,52.30
ord_000154,prod_046,1,134.84
ord_000154,prod_016,1,54.17
ord_000154,prod_016,3,162.51
ord_000155,prod_044,1,52.30
ord_000156,prod_005,1,133.42
ord_000156,prod_009,1,161.36
ord_000156,prod_044,2,104.59
ord_000156,prod_046,2,269.68
ord_000156,prod_007,1,136.08
ord_000156,prod_043,1,
ord_000157,prod_013,2,309.85
ord_000157,prod_031,2,134.73
ord_000158,prod_016,1,54.17
,prod_028,2,96.88
,prod_044,1,52.30
ord_000160,prod_048,1,59.24
ord_000161,prod_023,1,62.76
ord_000161,prod_034,1,34.95
ord_000161,prod_035,1,97.27
ord_000161,prod_047,1,78.47
ord_000162,prod_035,1,97.27
ord_000162,prod_011,1,410.43
ord_000162,,1,167.85
ord_000162,prod_013,1,154.92
ord_000162,prod_004,1,102.52
ord_000162,prod_034,2,69.90
ord_000163,prod_037,1,77.04
ord_000163,prod_030,2,108.66
ord_000163,prod_036,1,87.22
ord_000163,prod_009,1,161.36
ord_000163,,1,166.01
ord_000164,prod_019,2,259.72
ord_000164,prod_030,1,54.33
ord_000164,prod_028,2,96.88
ord_000165,prod_050,1,247.96
ord_000165,prod_015,1,55.77
ord_000165,prod_003,1,71.69
ord_000166,prod_038,2,178.98
ord_000166,prod_028,1,48.44
ord_000166,prod_006,1,129.73
ord_000166,prod_038,2,178.98
ord_000166,prod_013,1,154.92
ord_000167,prod_021,1,209.81
ord_000168,prod_050,1,247.96
ord_000168,prod_048,1,59.24
ord_000168,prod_043,1,114.28
ord_000168,prod_017,,64.79
ord_000169,prod_020,2,265.62
ord_000169,prod_008,1,216.02
ord_000169,prod_009,1,129.09
ord_000169,prod_043,1,114.28
ord_000170,prod_039,1,99.20
ord_000170,prod_050,1,247.96
ord_000170,prod_019,1,129.86
ord_000170,prod_008,1,216.02
ord_000170,prod_028,1,48.44
ord_000171,prod_002,1,79.54
ord_000172,prod_033,1,95.09
ord_000172,prod_006,1,
ord_000172,prod_016,1,54.17
ord_000172,prod_018,1,92.30
,prod_046,2,269.68
ord_000174,prod_041,2,136.51
ord_000174,prod_011,1,410.43
ord_000174,prod_037,1,77.04
ord_000174,prod_003,1,71.69
ord_000174,prod_007,1,136.08
,prod_047,2,156.94
ord_000175,prod_009,2,322.73
ord_000175,prod_002,1,63.63
ord_000176,,1,410.43
ord_000176,prod_038,1,89.49
ord_000176,prod_022,1,64.21
ord_000177,prod_032,1,89.48
ord_000177,prod_046,2,215.74
ord_000177,prod_001,,236.33
ord_000177,prod_017,1,80.98
,prod_022,2,128.43
ord_000178,prod_040,1,46.98
ord_000178,prod_041,1,68.26
ord_000178,prod_031,1,53.89
ord_000178,prod_011,3,1231.29
ord_000178,prod_015,1,69.71
ord_000179,prod_020,,166.01
ord_000179,prod_035,1,97.27
,prod_034,1,34.95
ord_000179,prod_011,1,410.43
ord_000180,prod_004,1,102.52
ord_000180,prod_025,1,61.49
ord_000181,prod_006,,129.73
ord_000182,prod_029,1,94.26
ord_000182,prod_044,1,52.30
ord_000182,prod_018,1,92.30
ord_000183,prod_050,2,495.93
ord_000183,prod_023,1,62.76
ord_000184,prod_041,2,136.51
ord_000184,prod_038,1,89.49
ord_000184,prod_034,1,43.69
ord_000184,prod_028,1,48.44
ord_000184,,2,108.66
ord_000184,prod_009,2,322.73
ord_000185,prod_029,1,94.26
,prod_049,1,
ord_000186,prod_046,1,134.84
ord_000186,prod_035,1,97.27
ord_000187,prod_003,,71.69
ord_000187,prod_012,1,128.06
ord_000187,prod_035,,97.27
ord_000187,prod_019,1,129.86
ord_000187,prod_003,,71.69
ord_000187,prod_033,1,95.09
ord_000188,prod_035,1,97.27
ord_000188,,,213.37
ord_000189,prod_033,1,76.07
ord_000189,prod_015,1,69.71
ord_000189,prod_021,2,419.62
ord_000190,prod_009,2,322.73
ord_000190,prod_024,1,53.13
ord_000191,prod_039,1,79.36
ord_000191,prod_010,1,196.22
ord_000191,prod_024,1,53.13
ord_000192,prod_017,1,80.98
ord_000192,prod_036,,109.02
ord_000192,prod_010,1,245.27
ord_000192,prod_028,3,145.32
ord_000192,prod_012,2,256.11
ord_000192,prod_017,1,80.98
ord_000193,prod_001,1,147.70
ord_000193,prod_003,1,71.69
ord_000193,prod_035,1,
ord_000193,prod_049,2,209.89
ord_000193,prod_026,1,46.97
ord_000194,prod_032,1,89.48
ord_000194,prod_013,1,154.92
ord_000194,prod_025,1,61.49
ord_000194,prod_016,1,54.17
ord_000195,prod_045,2,200.64
ord_000195,prod_020,1,166.01
ord_000195,prod_017,1,80.98
ord_000195,prod_009,2,258.18
ord_000195,prod_016,1,54.17
ord_000196,prod_038,2,
ord_000197,prod_026,1,58.72
ord_000197,prod_032,1,
ord_000197,prod_050,1,247.96
ord_000197,prod_002,,79.54
ord_000197,,1,48.44
ord_000197,prod_026,1,58.72
ord_000198,prod_022,1,64.21
ord_000198,prod_041,1,
ord_000198,prod_008,,216.02
ord_000199,prod_030,2,108.66
ord_000200,prod_012,1,128.06
ord_000201,prod_032,,71.58
ord_000201,prod_043,1,114.28
ord_000202,,1,52.30
ord_000203,prod_037,3,231.13
ord_000203,prod_037,1,77.04
ord_000203,prod_001,1,147.70
ord_000203,prod_023,1,62.76
ord_000203,prod_033,1,95.09
ord_000204,prod_023,2,125.52
ord_000204,prod_034,2,87.37
ord_000205,prod_043,1,
ord_000205,prod_034,1,43.69
ord_000205,prod_034,1,43.69
ord_000206,prod_019,3,311.66
ord_000206,prod_012,1,128.06
ord_000207,prod_029,1,94.26
ord_000207,prod_029,1,75.41
ord_000207,prod_038,3,268.47
ord_000207,prod_035,1,97.27
ord_000208,,1,
ord_000208,,1,
,prod_045,1,125.40
ord_000208,prod_026,2,117.43
ord_000208,prod_016,2,108.34
ord_000208,prod_030,1,43.46
ord_000209,prod_008,1,216.02
ord_000209,prod_030,1,54.33
ord_000210,,1,78.47
ord_000210,prod_037,1,77.04
ord_000210,prod_015,,69.71
ord_000210,prod_020,1,166.01
ord_000211,prod_007,3,408.24
ord_000211,prod_034,2,87.37
ord_000211,prod_038,1,89.49
ord_000211,prod_042,1,106.68
ord_000211,prod_048,1,59.24
ord_000212,prod_041,1,68.26
ord_000212,prod_041,1,68.26
ord_000212,prod_007,1,136.08
ord_000212,prod_032,2,178.96
,prod_048,1,59.24
ord_000212,prod_030,1,43.46
ord_000213,prod_048,1,59.24
ord_000213,prod_042,1,106.68
ord_000213,prod_035,1,97.27
ord_000213,prod_010,1,245.27
ord_000213,prod_050,1,247.96
ord_000214,prod_010,2,490.54
ord_000214,prod_047,1,78.47
ord_000214,prod_009,1,161.36
ord_000214,prod_028,1,48.44
ord_000214,prod_032,1,89.48
ord_000214,prod_028,1,48.44
ord_000215,prod_043,1,114.28
ord_000215,prod_007,1,136.08
ord_000215,prod_002,1,79.54
ord_000215,prod_011,1,410.43
ord_000216,prod_042,1,106.68
ord_000216,prod_005,1,133.42
ord_000216,prod_032,1,89.48
ord_000216,,3,167.40
ord_000216,prod_038,1,89.49
ord_000217,prod_014,1,69.75
ord_000217,prod_012,1,128.06
ord_000217,prod_001,2,
ord_000217,prod_005,1,133.42
ord_000218,prod_022,1,51.37
ord_000218,prod_030,2,108.66
ord_000218,prod_033,2,190.18
ord_000218,prod_022,2,
ord_000219,prod_001,1,147.70
ord_000219,prod_014,2,139.50
ord_000219,prod_005,2,266.83
ord_000219,prod_031,1,67.36
ord_000220,prod_042,1,85.35
ord_000221,prod_043,,114.28
ord_000221,prod_042,1,85.35
ord_000221,prod_033,1,95.09
ord_000222,prod_048,1,59.24
ord_000222,prod_015,1,69.71
ord_000222,prod_031,1,67.36
ord_000222,prod_002,1,63.63
ord_000223,prod_009,1,161.36
ord_000223,prod_037,1,77.04
ord_000223,prod_024,1,53.13
ord_000224,prod_013,1,123.94
,prod_006,1,129.73
ord_000224,prod_025,1,61.49
ord_000224,prod_037,1,77.04
ord_000224,prod_014,2,139.50
ord_000225,,1,58.72
ord_000225,prod_039,1,99.20
ord_000225,prod_049,2,209.89
ord_000225,prod_010,1,245.27
ord_000225,prod_038,1,89.49
ord_000226,prod_047,1,78.47
ord_000227,prod_005,1,133.42
ord_000227,prod_011,1,410.43
ord_000227,prod_010,1,196.22
ord_000227,prod_006,1,129.73
ord_000228,prod_023,1,62.76
ord_000228,prod_037,3,231.13
ord_000228,prod_038,,89.49
ord_000228,prod_027,,80.46
ord_000228,prod_017,1,80.98
ord_000228,prod_042,2,213.37
ord_000229,prod_031,1,67.36
ord_000229,prod_011,2,820.86
ord_000229,prod_014,1,69.75
ord_000229,prod_017,1,80.98
ord_000229,prod_046,1,134.84
ord_000229,prod_019,1,129.86
,prod_036,1,109.02
ord_000230,prod_049,1,104.95
ord_000230,prod_017,1,80.98
ord_000230,prod_022,2,128.43
ord_000230,prod_041,1,68.26
ord_000230,prod_047,1,78.47
ord_000231,prod_038,1,89.49
ord_000231,prod_013,1,154.92
ord_000231,,1,73.84
ord_000232,prod_045,1,125.40
ord_000232,prod_023,1,
ord_000232,prod_035,,97.27
ord_000233,prod_032,1,71.58
ord_000233,prod_038,1,89.49
ord_000233,prod_014,1,55.80
ord_000234,,2,432.05
,prod_029,1,94.26
ord_000234,prod_034,1,43.69
ord_000235,prod_018,,92.30
ord_000235,prod_038,1,89.49
ord_000236,prod_014,1,69.75
ord_000236,prod_038,1,89.49
,prod_022,,64.21
ord_000236,prod_025,1,61.49
,prod_043,1,114.28
ord_000236,prod_025,1,61.49
ord_000237,prod_021,1,209.81
ord_000237,prod_050,1,247.96
ord_000237,prod_008,2,345.64
ord_000238,prod_022,1,64.21
ord_000238,prod_043,1,114.28
ord_000238,prod_013,1,154.92
ord_000238,prod_006,1,129.73
ord_000239,prod_036,1,109.02
ord_000239,prod_048,1,59.24
ord_000239,prod_050,3,743.89
ord_000239,prod_037,1,77.04
ord_000239,prod_005,1,106.73
ord_000240,prod_038,1,89.49
ord_000240,prod_044,1,
ord_000240,prod_039,1,99.20
ord_000240,prod_031,1,67.36
ord_000241,prod_029,1,75.41
ord_000241,prod_042,1,106.68
ord_000241,prod_005,2,266.83
ord_000241,prod_049,1,104.95
ord_000242,,1,104.95
ord_000242,prod_005,1,133.42
ord_000242,prod_018,1,92.30
